ChargeCode,InstallationNo,LineNo,ChargeCardNo,Date,Time,Destination,CalledNo,Duration,TxtDirectRebate,Cost
Local         ,2890735600,90735600/0001  ,,10/08/2006,10:01,Holywood,028 9042 5980     ,00:01:04,0,0.05
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,10:06,Mobile Phone,07968 123814      ,00:00:46,0,0.095
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,10:12,Chelmsford,01245 808195      ,00:02:02,0,0.165
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,10:18,Chelmsford,01245 808195      ,00:05:22,0,0.43
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,10:20,Mobile Phone,07971 570334      ,00:00:02,0,0.05
Local         ,2890735600,90735600/0001  ,,10/08/2006,10:21,Newtownards,028 9182 4531     ,00:01:29,0,0.06
Local         ,2890735600,90735600/0001  ,,10/08/2006,10:31,Bailies Mill,028 9263 5970     ,00:00:21,0,0.05
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,10:31,Mobile Phone,07917 544299      ,00:01:01,0,0.14
Local         ,2890735600,90735600/0001  ,,10/08/2006,10:47,Bangor NI,028 9147 1086     ,00:00:04,0,0.05
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,11:06,Mobile Phone,07747 012191      ,00:01:18,0,0.18
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,11:22,Mobile Phone,07920 832227      ,00:00:23,0,0.055
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,11:23,Downpatrick,028 4461 1483     ,00:00:12,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,11:26,Abingdon,01235 465829      ,00:03:24,0,0.275
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,11:32,Abingdon,01235 465829      ,00:00:06,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,11:32,London,020 7538 8230     ,00:04:31,0,0.365
0845 numbers       ,2890735600,90735600/0001  ,,10/08/2006,11:58,0845 Numbers,0845 5842950      ,00:01:52,0,0.063
Local         ,2890735600,90735600/0001  ,,10/08/2006,12:07,Belfast,028 9080 8777     ,00:01:03,0,0.05
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,12:28,Mobile Phone,07952 174397      ,00:00:25,0,0.055
Local         ,2890735600,90735600/0001  ,,10/08/2006,12:32,Belfast,028 9024 3686     ,00:01:13,0,0.05
Local         ,2890735600,90735600/0001  ,,10/08/2006,12:34,Belfast,028 9026 8828     ,00:00:11,0,0.05
Local         ,2890735600,90735600/0001  ,,10/08/2006,12:43,Newtownards,028 9181 4555     ,00:01:01,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,10/08/2006,12:44,0870 Numbers,0870 9074798      ,00:00:40,0,0.05
Local         ,2890735600,90735600/0001  ,,10/08/2006,12:46,Lisburn,028 9266 4583     ,00:01:28,0,0.06
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,12:51,Mobile Phone,07810 336232      ,00:00:27,0,0.065
Local         ,2890735600,90735600/0001  ,,10/08/2006,13:13,Belfast,028 9040 3148     ,00:00:29,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,10/08/2006,13:16,0870 Numbers,0870 9074798      ,00:00:04,0,0.05
Local         ,2890735600,90735600/0001  ,,10/08/2006,13:19,Belfast,028 9080 8777     ,00:00:41,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,13:23,Plymouth,01752 512151      ,00:01:03,0,0.085
0870 numbers      ,2890735600,90735600/0001  ,,10/08/2006,13:36,0870 Numbers,0870 7256827      ,00:00:06,0,0.05
Local         ,2890735600,90735600/0001  ,,10/08/2006,13:47,Glengormley,028 9084 2000     ,00:00:16,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,13:47,Enniskillen,028 6632 4712     ,00:00:52,0,0.07
Local         ,2890735600,90735600/0001  ,,10/08/2006,13:47,Belfast,028 9054 2342     ,00:07:17,0,0.295
Local         ,2890735600,90735600/0001  ,,10/08/2006,14:00,Lisburn,028 9266 8000     ,00:01:07,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,14:03,Lurgan,028 3832 6601     ,00:00:19,0,0.05
Local         ,2890735600,90735600/0001  ,,10/08/2006,14:04,Belfast,028 9074 6274     ,00:00:17,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,14:04,Portadown,028 3833 3102     ,00:00:20,0,0.05
Intnl         ,2890735600,90735600/0001  ,,10/08/2006,14:09,Ireland Rep,35314046000,00:03:45,0,0.3
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,14:10,Ballymena,028 2563 3930     ,00:00:11,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,10/08/2006,14:10,0870 Numbers,0870 9074798      ,00:03:50,0,0.258
Local         ,2890735600,90735600/0001  ,,10/08/2006,14:17,Belfast,028 9068 3000     ,00:06:02,0,0.245
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,14:17,Tandragee,028 3884 0249     ,00:00:19,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,10/08/2006,14:24,0870 Numbers,0870 7505711      ,00:05:40,0,0.382
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,14:34,Coleraine,028 7032 8555     ,00:02:55,0,0.235
Local         ,2890735600,90735600/0001  ,,10/08/2006,14:41,Belfast,028 9024 3686     ,00:01:41,0,0.07
Local         ,2890735600,90735600/0001  ,,10/08/2006,14:41,Belfast,028 9053 4160     ,00:00:14,0,0.05
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,14:43,Mobile Phone,07880 504469      ,00:01:32,0,0.21
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,14:45,Aghadowey,028 7086 8306     ,00:01:42,0,0.14
Local         ,2890735600,90735600/0001  ,,10/08/2006,15:06,Holywood,028 9042 6633     ,00:00:22,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,10/08/2006,15:06,0870 Numbers,0870 9502830      ,00:06:35,0,0.444
Local         ,2890735600,90735600/0001  ,,10/08/2006,15:07,Belfast,028 9038 7000     ,00:00:24,0,0.05
Local         ,2890735600,90735600/0001  ,,10/08/2006,15:08,Belfast,028 9092 3378     ,00:03:08,0,0.13
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,15:10,Dungannon,028 8772 5326     ,00:00:15,0,0.05
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,15:12,Mobile Phone,07881 773163      ,00:00:42,0,0.095
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,15:13,Mobile Phone,07980 102529      ,00:00:02,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,15:13,Dungannon,028 8775 2086     ,00:01:25,0,0.115
Local         ,2890735600,90735600/0001  ,,10/08/2006,15:15,Ballyclare,028 9332 3646     ,00:05:00,0,0.2
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,15:17,Mobile Phone,07976 969888      ,00:01:28,0,0.175
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,15:24,Mansfield,01623 726280      ,00:04:11,0,0.335
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,15:28,Mobile Phone,07920 832227      ,00:00:58,0,0.135
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,15:29,Mobile Phone,07904 153317      ,00:00:54,0,0.12
Local         ,2890735600,90735600/0001  ,,10/08/2006,15:31,Ballyclare,028 9332 3646     ,00:01:16,0,0.055
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,15:38,Mobile Phone,07810 336232      ,00:00:03,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,15:47,Coalisland,028 8774 0750     ,00:00:16,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,15:48,Dungannon,028 8772 2436     ,00:01:48,0,0.145
Mobile        ,2890735600,90735600/0001  ,,10/08/2006,15:49,Mobile Phone,07748 148759      ,00:00:42,0,0.095
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,15:50,Dungannon,028 8772 6963     ,00:01:51,0,0.15
Local         ,2890735600,90735600/0001  ,,10/08/2006,15:51,Belfast,028 9047 1310     ,00:00:49,0,0.05
Local         ,2890735600,90735600/0001  ,,10/08/2006,15:52,Belfast,028 9077 0037     ,00:00:49,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,15:52,Faygate,01293 854700      ,00:02:27,0,0.2
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,15:53,Newry,028 3026 4606     ,00:00:25,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,10/08/2006,16:03,Coalisland,028 8774 0894     ,00:01:44,0,0.14
Local         ,2890735600,90735600/0001  ,,10/08/2006,16:03,Holywood,028 9042 6633     ,00:00:30,0,0.05
Local         ,2890735600,90735600/0001  ,,10/08/2006,16:14,Belfast,028 9045 4111     ,00:01:23,0,0.06
Local         ,2890735600,90735600/0001  ,,10/08/2006,16:22,Belfast,028 9040 3148     ,00:00:36,0,0.05
Intnl         ,2890735600,90735600/0001  ,,10/08/2006,16:26,USA,16178341211,00:05:38,0,1.41
0870 numbers      ,2890735600,90735600/0001  ,,10/08/2006,16:49,0870 Numbers,0870 9074798      ,00:00:03,0,0.05
Local         ,2890735600,90735600/0001  ,,10/08/2006,16:57,Newtownards,028 9182 3923     ,00:00:42,0,0.05
Local         ,2890735600,90735600/0001  ,,10/08/2006,17:30,Hillsborough,028 9268 0043     ,00:04:41,0,0.19
0870 numbers      ,2890735600,90735600/0001  ,,11/08/2006,08:35,0870 Numbers,0870 9074798      ,00:00:43,0,0.05
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,08:39,Mobile Phone,07810 336232      ,00:00:26,0,0.06
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,08:56,Annalong,028 4376 8824     ,00:02:34,0,0.21
Local         ,2890735600,90735600/0001  ,,11/08/2006,09:08,Belfast,028 9024 3686     ,00:01:52,0,0.075
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,09:11,Coleraine,028 7035 2434     ,00:00:32,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,09:13,Coleraine,028 7032 8555     ,00:00:55,0,0.075
Local         ,2890735600,90735600/0001  ,,11/08/2006,09:14,Helens Bay,028 9185 2319     ,00:00:46,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,09:17,Belfast,028 9070 3140     ,00:04:21,0,0.175
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,09:23,Mobile Phone,07866 412846      ,00:01:02,0,0.125
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,09:25,Mobile Phone,07739 901870      ,00:00:01,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,09:27,Crossmaglen,028 3086 8207     ,00:01:45,0,0.14
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,09:28,Coleraine,028 7034 2900     ,00:00:13,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,09:32,Crumlin,028 9445 1400     ,00:00:20,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,09:38,Seaforde,028 4481 1685     ,00:07:06,0,0.57
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,09:48,Mobile Phone,07968 185481      ,00:01:09,0,0.14
Local         ,2890735600,90735600/0001  ,,11/08/2006,09:53,Belfast,028 9024 1818     ,00:01:16,0,0.055
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,09:59,Mobile Phone,07727 059560      ,00:02:03,0,0.4
Local         ,2890735600,90735600/0001  ,,11/08/2006,10:01,Belfast,028 9077 8890     ,00:00:27,0,0.05
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,10:08,Mobile Phone,07841 560743      ,00:03:34,0,0.395
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,10:18,London,020 7559 6504     ,00:01:25,0,0.115
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,10:19,Mobile Phone,07860 412645      ,00:02:09,0,0.24
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,10:27,Mobile Phone,07949 215774      ,00:01:38,0,0.215
D Enq         ,2890735600,90735600/0001  ,,11/08/2006,10:29,Directory,118500,00:00:29,0,0.52
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,10:30,Crossmaglen,028 3086 0257     ,00:02:27,0,0.2
Local         ,2890735600,90735600/0001  ,,11/08/2006,10:35,Newtownards,028 9180 0700     ,00:00:23,0,0.05
D Enq         ,2890735600,90735600/0001  ,,11/08/2006,10:38,Directory,118500,00:00:48,0,0.585
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,10:39,Crossmaglen,028 3086 1410     ,00:01:09,0,0.095
Local         ,2890735600,90735600/0001  ,,11/08/2006,10:46,Holywood,028 9042 1000     ,00:03:17,0,0.135
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,10:59,Crossmaglen,028 3086 1022     ,00:01:25,0,0.115
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:00,Belfast,028 9027 8738     ,00:00:18,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,11:00,Crossmaglen,028 3086 1568     ,00:06:53,0,0.555
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,11:03,Magherafelt,028 7963 2238     ,00:00:49,0,0.07
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,11:08,Mobile Phone,07920 832227      ,00:02:23,0,0.325
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,11:17,Mobile Phone,07747 012191      ,00:00:58,0,0.135
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:19,Bailies Mill,028 9263 9213     ,00:00:35,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:20,Bangor NI,028 9147 1086     ,00:01:43,0,0.07
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:20,Lisburn,028 9260 4442     ,00:01:44,0,0.07
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:21,Belfast,028 9046 7771     ,00:00:24,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,11:21,Crossmaglen,028 3086 8322     ,00:00:34,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:22,Antrim,028 9442 8527     ,00:00:29,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:22,Lisburn,028 9266 6860     ,00:00:18,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:25,Lisburn,028 9267 4376     ,00:00:43,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:26,Bailies Mill,028 9263 8162     ,00:00:50,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:28,Belfast,028 9046 7773     ,00:00:04,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:28,Lisburn,028 9266 9980     ,00:00:19,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:28,Belfast,028 9046 7771     ,00:00:04,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:29,Bailies Mill,028 9263 8443     ,00:00:10,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:30,Lisburn,028 9263 4944     ,00:00:21,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:34,Lisburn,028 9264 0445     ,00:00:17,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:39,Lisburn,028 9266 2738     ,00:00:32,0,0.05
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,11:39,Mobile Phone,07968 185481      ,00:02:24,0,0.285
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,11:39,Mobile Phone,07866 803450      ,00:10:05,0,1.19
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,11:41,Draperstown,028 7962 8459     ,00:01:01,0,0.085
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:43,Belfast,028 9021 4178     ,00:00:17,0,0.05
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,11:44,Mobile Phone,07736 518137      ,00:00:36,0,0.07
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:48,Lisburn,028 9260 1585     ,00:01:43,0,0.07
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,11:54,Crossmaglen,028 3086 0145     ,00:00:08,0,0.05
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,11:56,Mobile Phone,07716 975833      ,00:02:27,0,0.27
Local         ,2890735600,90735600/0001  ,,11/08/2006,11:56,Belfast,028 9026 8828     ,00:00:53,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,12:03,Belfast,028 9080 8777     ,00:02:16,0,0.095
Local         ,2890735600,90735600/0001  ,,11/08/2006,12:15,Antrim,028 9442 8527     ,00:03:05,0,0.125
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,12:22,Crossmaglen,028 3086 8322     ,00:02:42,0,0.22
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,12:26,Dungannon,028 8775 3939     ,00:01:38,0,0.135
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,12:31,Mobile Phone,07920 832227      ,00:00:39,0,0.09
D Enq         ,2890735600,90735600/0001  ,,11/08/2006,12:34,Directory,118500,00:00:51,0,0.595
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,12:35,Padiham,01282 858879      ,00:03:02,0,0.245
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,12:54,Crossmaglen,028 3086 1410     ,00:02:41,0,0.215
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,12:57,Crossmaglen,028 3086 0708     ,00:00:31,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,12:58,Crossmaglen,028 3086 0202     ,00:01:05,0,0.09
Local         ,2890735600,90735600/0001  ,,11/08/2006,12:58,Saintfield,028 9751 1080     ,00:00:12,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:03,Lisburn,028 9267 9121     ,00:01:19,0,0.055
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:04,Dundonald,028 9048 4921     ,00:00:02,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,13:05,Gilford,028 3883 2003     ,00:00:06,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:08,Lisburn,028 9266 6002     ,00:00:17,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:08,Helens Bay,028 9185 2319     ,00:02:23,0,0.1
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,13:08,Armagh,028 3751 8051     ,00:00:17,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:11,Belfast,028 9023 9443     ,00:01:07,0,0.05
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,13:13,Mobile Phone,07739 901870      ,00:05:17,0,0.585
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:14,Lisburn,028 9267 5119     ,00:01:27,0,0.06
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:16,Drumbo,028 9082 6789     ,00:00:35,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:16,Lisburn,028 9267 5322     ,00:00:10,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:17,Lisburn,028 9267 2720     ,00:00:37,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:18,Maze,028 9262 1572     ,00:00:32,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:19,Lisburn,028 9260 4532     ,00:00:19,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:23,Crumlin,028 9442 3155     ,00:01:29,0,0.06
D Enq         ,2890735600,90735600/0001  ,,11/08/2006,13:24,Directory,118500,00:00:27,0,0.51
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,13:25,Warrenpoint,028 4175 4261     ,00:01:14,0,0.1
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:25,Lisburn,028 9266 2372     ,00:02:25,0,0.1
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:26,Belfast,028 9062 6558     ,00:01:25,0,0.06
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:32,Lisburn,028 9267 6677     ,00:00:16,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,13:32,Crossmaglen,028 3086 1212     ,00:00:42,0,0.06
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:33,Lisburn,028 9260 7984     ,00:00:13,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,13:33,Crossmaglen,028 3086 1285     ,00:00:23,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:33,Lisburn,028 9260 6400     ,00:01:05,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,13:35,Crossmaglen,028 3086 8671     ,00:00:18,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:35,Maze,028 9262 1630     ,00:01:00,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,13:38,Crossmaglen,028 3086 8944     ,00:04:00,0,0.32
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:38,Belfast,028 9046 7771     ,00:04:35,0,0.185
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,13:40,Plymouth,01752 512171      ,00:02:03,0,0.165
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:40,Belfast,028 9023 5777     ,00:00:23,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:41,Lisburn,028 9266 3874     ,00:00:22,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:42,Belfast,028 9024 1818     ,00:00:37,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,13:44,Crossmaglen,028 3086 0086     ,00:00:07,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,13:45,Crossmaglen,028 3086 8324     ,00:00:42,0,0.06
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,13:47,Crossmaglen,028 3086 8722     ,00:00:44,0,0.06
Local         ,2890735600,90735600/0001  ,,11/08/2006,13:47,Belfast,028 9045 6456     ,00:00:26,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,13:50,Gilford,028 3883 1022     ,00:00:56,0,0.075
Ntnl          ,2890735600,90735600/0001  ,,11/08/2006,13:52,Earls Barton,01604 811577      ,00:00:53,0,0.075
Intnl         ,2890735600,90735600/0001  ,,11/08/2006,14:00,USA,16178341211,00:00:24,0,0.1
Local         ,2890735600,90735600/0001  ,,11/08/2006,14:02,Belfast,028 9023 2244     ,00:00:35,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,14:09,Belfast,028 9027 8738     ,00:02:03,0,0.085
Local         ,2890735600,90735600/0001  ,,11/08/2006,14:12,Antrim,028 9442 8249     ,00:03:12,0,0.13
Mobile        ,2890735600,90735600/0001  ,,11/08/2006,14:13,Mobile Phone,07714 956408      ,00:00:24,0,0.05
Local         ,2890735600,90735600/0001  ,,11/08/2006,14:22,Lisburn,028 9264 0445     ,00:00:40,0,0.05
